word_or_prompt,male,female,multiple_people,green,blue,black/white,red,yellow,no_color,mixed_color,static,moving,thrown,mixed_motion,offscreen_help,smile,oxytocin,laying,sitting,crouching,standing,one_leg,jumping,handstand,mixed_poses,literal_prop,prop_descriptor_tag,pos_connotation,neg_connotation,ambigous_connotation,shoot_id,photo_id
glow,,TRUE,,,,,,TRUE,,,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,,,cb_ms50,cb_ms50_49
glow,,TRUE,,,,TRUE,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,,,cb_ms50,cb_ms50_50
glow,TRUE,,,,,,,TRUE,,,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,,,cb_ms50,cb_ms50_51
glow,TRUE,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,TRUE,,,cb_ms50,cb_ms50_52
glow,,TRUE,,TRUE,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,TRUE,wiccan_robe,TRUE,,,cb_ms50,cb_ms50_60
glow,,TRUE,,TRUE,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,,,cb_ms50,cb_ms50_61
glow,,TRUE,,,,,TRUE,,,,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,,,cb_ms50,cb_ms50_62
glow,,TRUE,,,TRUE,,,,,,TRUE,,,,,,,,,,,TRUE,,,,,,TRUE,,,cb_ms50,cb_ms50_63
glow,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,,,cb_ms50,cb_ms50_64
glow,TRUE,,,,,,,TRUE,,,,TRUE,,,,,,,,TRUE,,,,,,,,TRUE,,,cb_ms50,cb_ms50_65
glow,TRUE,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,TRUE,,,,,TRUE,,,cb_ms50,cb_ms50_66
glow,TRUE,,,,,,,TRUE,,,TRUE,,,,,,,,,,TRUE,,,,,TRUE,sun,TRUE,,,cb_ms50,cb_ms50_67
glow,TRUE,,,,TRUE,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,TRUE,,,cb_ms50,cb_ms50_68
glow,TRUE,,,,,,,TRUE,,,TRUE,,,,,,,,,,TRUE,,,,,TRUE,smile,TRUE,,,cb_ms50,cb_ms50_84
glow,,TRUE,,,,,,TRUE,,,TRUE,,,,,TRUE,,,,TRUE,,,,,,,,TRUE,,,cb_ms50,cb_ms50_94
glow,,TRUE,,,,,TRUE,,,,,TRUE,,,,TRUE,,,,,TRUE,,,,,,,TRUE,,,cb_ms50,cb_ms50_95
glow,,TRUE,,,TRUE,,,,,,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,TRUE,,,cb_ms50,cb_ms50_96
glow,,TRUE,,,,,,TRUE,,,,TRUE,,,,TRUE,,,,,TRUE,,,,,,,TRUE,,,cb_ms50,cb_ms50_97
glow,,TRUE,,,,,,TRUE,,,TRUE,,,,,TRUE,,,,,,,TRUE,,,,,TRUE,,,cb_ms50,cb_ms50_98
glow,,TRUE,,,,,,TRUE,,,TRUE,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,cb_ms50,cb_ms50_99
glow,,TRUE,,,,,TRUE,,,,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,TRUE,,,cb_ms50,cb_ms50_100
glow,,TRUE,,,,,,TRUE,,,TRUE,,,,,TRUE,,,,TRUE,,,,,,,,TRUE,,,cb_ms50,cb_ms50_101
glow,,TRUE,,,,,,TRUE,,,TRUE,,,,,TRUE,,,,TRUE,,,,,,,,TRUE,,,cb_ms50,cb_ms50_102
glow,,TRUE,,,,,TRUE,,,,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,TRUE,,,cb_ms50,cb_ms50_103
glow,TRUE,,,,,,,TRUE,,,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,TRUE,,,cb_ms50,cb_ms50_104
glow,TRUE,,,,,,,TRUE,,,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,TRUE,,,cb_ms50,cb_ms50_105
glow,TRUE,,,,,,TRUE,,,,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,TRUE,,,cb_ms50,cb_ms50_106
glow,TRUE,,,,,,TRUE,,,,,TRUE,,,,TRUE,,,,,TRUE,,,,,,,TRUE,,,cb_ms50,cb_ms50_107
glow,,TRUE,,,,,,TRUE,,,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,,,cb_ms50,cb_ms50_118
grieve,TRUE,,,,TRUE,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,,cb_ms50,cb_ms50_1
grieve,TRUE,,,,TRUE,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,TRUE,,cb_ms50,cb_ms50_12
grieve,,TRUE,,,,TRUE,,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,TRUE,,cb_ms50,cb_ms50_13
grieve,TRUE,,,,TRUE,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,TRUE,,cb_ms50,cb_ms50_14
grieve,TRUE,,,,TRUE,,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,TRUE,,cb_ms50,cb_ms50_15
grieve,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,,cb_ms50,cb_ms50_16
grieve,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,,,TRUE,,,,,,TRUE,homeless_blanket,,TRUE,,cb_ms50,cb_ms50_17
grieve,TRUE,,,,TRUE,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,,cb_ms50,cb_ms50_18
grieve,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,TRUE,,cb_ms50,cb_ms50_27
grieve,,TRUE,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,TRUE,,cb_ms50,cb_ms50_28
grieve,,TRUE,,,,TRUE,,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,TRUE,,cb_ms50,cb_ms50_29
grieve,,TRUE,,,,TRUE,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,TRUE,,cb_ms50,cb_ms50_30
grieve,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,,cb_ms50,cb_ms50_31
grieve,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,TRUE,,cb_ms50,cb_ms50_53
grieve,,TRUE,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,TRUE,,cb_ms50,cb_ms50_69
grieve,TRUE,,,,,,TRUE,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,TRUE,,cb_ms50,cb_ms50_70
rage,,TRUE,,,TRUE,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,,cb_ms50,cb_ms50_19
rage,TRUE,,,,,,TRUE,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,TRUE,,cb_ms50,cb_ms50_20
rage,,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,TRUE,,cb_ms50,cb_ms50_32
rage,,TRUE,,,,TRUE,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,TRUE,,cb_ms50,cb_ms50_33
rage,,TRUE,,,TRUE,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,TRUE,,cb_ms50,cb_ms50_34
rage,TRUE,,,TRUE,,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,TRUE,,cb_ms50,cb_ms50_35
rage,TRUE,,,,,,TRUE,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,TRUE,,cb_ms50,cb_ms50_36
rage,TRUE,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,TRUE,,,,,,TRUE,,cb_ms50,cb_ms50_37
rage,TRUE,,,,,,TRUE,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,TRUE,,cb_ms50,cb_ms50_38
rage,,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,TRUE,,cb_ms50,cb_ms50_54
rage,,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,TRUE,,cb_ms50,cb_ms50_71
rage,,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,TRUE,,cb_ms50,cb_ms50_72
rage,,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,TRUE,,cb_ms50,cb_ms50_73
rage,,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,TRUE,,cb_ms50,cb_ms50_74
rage,,TRUE,,,,,TRUE,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,TRUE,,cb_ms50,cb_ms50_75
rage,TRUE,,,,,,TRUE,,,,,TRUE,,,,,,,,,,,TRUE,,,,,,TRUE,,cb_ms50,cb_ms50_76
rage,TRUE,,,,TRUE,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,TRUE,,cb_ms50,cb_ms50_77
rage,TRUE,,,,,,,TRUE,,,TRUE,,,,,,,,,,TRUE,,,,,,,,TRUE,,cb_ms50,cb_ms50_78
rage,TRUE,,,,,,TRUE,,,,,TRUE,,,,,,,,,TRUE,,,,,TRUE,torreador_cape,,TRUE,,cb_ms50,cb_ms50_79
rage,TRUE,,,,,,,TRUE,,,,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,,cb_ms50,cb_ms50_80
rage,TRUE,,,,,,TRUE,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,TRUE,,cb_ms50,cb_ms50_81
rage,TRUE,,,,,,TRUE,,,,,TRUE,,,,,,,,,TRUE,,,,,TRUE,torreador_cape,,TRUE,,cb_ms50,cb_ms50_82
tickle,,TRUE,,TRUE,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,TRUE,,,cb_ms50,cb_ms50_39
tickle,TRUE,,,TRUE,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,TRUE,,,cb_ms50,cb_ms50_40
tickle,TRUE,,,TRUE,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,,,cb_ms50,cb_ms50_41
tickle,TRUE,,,,TRUE,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,,,cb_ms50,cb_ms50_42
tickle,,TRUE,,TRUE,,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,TRUE,,,cb_ms50,cb_ms50_55
tickle,,TRUE,,TRUE,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,,,cb_ms50,cb_ms50_83
tickle,,TRUE,,TRUE,,,,,,,,TRUE,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,cb_ms50,cb_ms50_108
tickle,,TRUE,,TRUE,,,,,,,,TRUE,,,,TRUE,,,,,TRUE,,,,,,,TRUE,,,cb_ms50,cb_ms50_109
tickle,,TRUE,,,,,TRUE,,,,TRUE,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,cb_ms50,cb_ms50_110
tickle,,TRUE,,,TRUE,,,,,,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,TRUE,,,cb_ms50,cb_ms50_111
tickle,,TRUE,,,,,TRUE,,,,,TRUE,,,,TRUE,,,,,,,TRUE,,,,,TRUE,,,cb_ms50,cb_ms50_112
tickle,,TRUE,,,,,,TRUE,,,TRUE,,,,,TRUE,,TRUE,,,,,,,,,,TRUE,,,cb_ms50,cb_ms50_113
tickle,,TRUE,,TRUE,,,,,,,,TRUE,,,,TRUE,,,,,,,TRUE,,,,,TRUE,,,cb_ms50,cb_ms50_114
tickle,TRUE,,,,,,TRUE,,,,TRUE,,,,,TRUE,,TRUE,,,,,,,,,,TRUE,,,cb_ms50,cb_ms50_115
tickle,TRUE,,,,,,,TRUE,,,TRUE,,,,,TRUE,,,,TRUE,,,,,,,,TRUE,,,cb_ms50,cb_ms50_116
tickle,TRUE,,,,,,TRUE,,,,TRUE,,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,cb_ms50,cb_ms50_117
tickle,TRUE,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,,TRUE,,,cb_ms50,cb_ms50_119
tomorrow,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,TRUE,TRUE,,,,,TRUE,TRUE,,,,TRUE,,,,TRUE,,,,,TRUE,cb_park,cb_park_1
tomorrow,TRUE,,TRUE,,TRUE,TRUE,TRUE,,,TRUE,,,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_2
tomorrow,,TRUE,TRUE,,,,TRUE,,,,,TRUE,,,,TRUE,TRUE,,,,,,TRUE,,,,,,,TRUE,cb_park,cb_park_3
tomorrow,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,TRUE,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_4
tomorrow,,TRUE,TRUE,,,TRUE,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_5
tomorrow,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,TRUE,TRUE,,,,,TRUE,,,,,TRUE,,,,,TRUE,joint,,,TRUE,cb_park,cb_park_6
tomorrow,,TRUE,TRUE,,TRUE,,,,,,,TRUE,,,,TRUE,TRUE,TRUE,,,TRUE,,,,TRUE,,,,,TRUE,cb_park,cb_park_7
tomorrow,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,TRUE,,,,,,TRUE,,,,,,,TRUE,,,,,,,TRUE,cb_park,cb_park_8
tomorrow,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,TRUE,,,TRUE,,,,,TRUE,TRUE,,,,,,,,TRUE,cb_park,cb_park_9
tomorrow,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_10
tomorrow,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,,,,TRUE,,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_11
tomorrow,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,TRUE,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_12
tomorrow,,TRUE,TRUE,,TRUE,,,,,,,,TRUE,,TRUE,TRUE,,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_13
tomorrow,TRUE,TRUE,TRUE,,TRUE,,,,,,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_14
tomorrow,,TRUE,TRUE,,TRUE,,,,,,,,TRUE,,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,,TRUE,,,,,TRUE,cb_park,cb_park_15
tomorrow,,TRUE,,,TRUE,,,,,,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_16
tomorrow,TRUE,TRUE,TRUE,,TRUE,,,,,,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_17
tomorrow,TRUE,,TRUE,,TRUE,TRUE,,,,TRUE,,TRUE,,,,TRUE,TRUE,,TRUE,,TRUE,,,,TRUE,,,,,TRUE,cb_park,cb_park_18
tomorrow,TRUE,,,,,,TRUE,,,,TRUE,,,,,TRUE,,,,,TRUE,,,,,TRUE,superhero_cape,,,TRUE,cb_park,cb_park_19
tomorrow,TRUE,,TRUE,,TRUE,,,,,,,TRUE,,,,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,TRUE,TRUE,superhero_cape,,,TRUE,cb_park,cb_park_20
tomorrow,,TRUE,TRUE,,TRUE,,,,,,TRUE,,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_21
tomorrow,,TRUE,TRUE,,TRUE,,,,,,TRUE,,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_22
tomorrow,TRUE,,,,,,TRUE,,,,,,TRUE,,,TRUE,,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_23
tomorrow,TRUE,TRUE,TRUE,,,,TRUE,,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_24
tomorrow,TRUE,TRUE,TRUE,,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_25
tomorrow,TRUE,TRUE,TRUE,,,,TRUE,,,,TRUE,,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_26
tomorrow,,TRUE,,,TRUE,TRUE,,,,TRUE,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_27
tomorrow,,TRUE,TRUE,,TRUE,TRUE,,,,TRUE,,TRUE,,,,TRUE,TRUE,,,,,,TRUE,,,,,,,TRUE,cb_park,cb_park_28
tomorrow,,TRUE,TRUE,,TRUE,,TRUE,,,TRUE,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_29
tomorrow,TRUE,TRUE,TRUE,,,TRUE,,,,,TRUE,,,,,,TRUE,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_30
tomorrow,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,TRUE,,,TRUE,,,TRUE,,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_31
tomorrow,,TRUE,TRUE,,TRUE,,TRUE,,,TRUE,,,,,,TRUE,TRUE,,,,TRUE,TRUE,,,TRUE,,,,,TRUE,cb_park,cb_park_32
tomorrow,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,,TRUE,,,TRUE,,TRUE,TRUE,,,,,,,TRUE,,,,,,,TRUE,cb_park,cb_park_33
tomorrow,,TRUE,TRUE,,TRUE,TRUE,TRUE,,,TRUE,,TRUE,,,,TRUE,,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_34
tomorrow,,TRUE,TRUE,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,TRUE,,,,TRUE,,,,,TRUE,cb_park,cb_park_35
tomorrow,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,TRUE,TRUE,,,,TRUE,,,,,TRUE,word / VOTE,,,TRUE,cb_park,cb_park_36
tomorrow,,TRUE,,,TRUE,,,,,,TRUE,,,,,TRUE,,,,,TRUE,,,,,TRUE,letter / O in OBAMA,,,TRUE,cb_park,cb_park_37
tomorrow,TRUE,,,,,TRUE,,,,,TRUE,,,,,TRUE,,,,,TRUE,,,,,TRUE,letter / B in OBAMA,,,TRUE,cb_park,cb_park_38
tomorrow,,TRUE,TRUE,,,,TRUE,,,,TRUE,,,,,TRUE,,,,,TRUE,,,,,TRUE,letter / A1 in OBAMA,,,TRUE,cb_park,cb_park_39
tomorrow,,TRUE,TRUE,,,,TRUE,,,,TRUE,,,,,TRUE,,,,,TRUE,,,,,TRUE,letter / A2 in OBAMA,,,TRUE,cb_park,cb_park_40
tomorrow,,TRUE,TRUE,,TRUE,,,,,,TRUE,,,,,TRUE,,,,,TRUE,TRUE,,,TRUE,TRUE,letter / M in OBAMA,,,TRUE,cb_park,cb_park_41
tomorrow,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,TRUE,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,TRUE,,,,,TRUE,cb_park,cb_park_42
tomorrow,TRUE,,,,TRUE,,,,,,,TRUE,,,,TRUE,,,,,TRUE,,,,,TRUE,torreador_cape,,,TRUE,cb_park,cb_park_43
tomorrow,,TRUE,TRUE,,,,TRUE,,,,TRUE,,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_44
tomorrow,TRUE,TRUE,TRUE,,TRUE,,,,,,TRUE,,,,,TRUE,TRUE,,,TRUE,TRUE,,TRUE,,TRUE,,,,,TRUE,cb_park,cb_park_45
tomorrow,TRUE,TRUE,TRUE,,TRUE,,,,,,TRUE,,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_46
tomorrow,,TRUE,TRUE,,TRUE,TRUE,,,,TRUE,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,TRUE,,,,,TRUE,cb_park,cb_park_47
tomorrow,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,,TRUE,,,,,,TRUE,,,,TRUE,TRUE,,TRUE,,TRUE,,,,,TRUE,cb_park,cb_park_48
tomorrow,,TRUE,TRUE,,TRUE,,,,,,TRUE,,,,,TRUE,,,,TRUE,,,,,,,,,,TRUE,cb_park,cb_park_49
tomorrow,TRUE,TRUE,TRUE,,TRUE,,,,,,TRUE,,,,,TRUE,TRUE,,,TRUE,,,,,,,,,,TRUE,cb_park,cb_park_50
tomorrow,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,TRUE,TRUE,,,,,TRUE,,,,TRUE,,,,,,,,,,TRUE,cb_park,cb_park_51
tomorrow,TRUE,TRUE,TRUE,,TRUE,,,,,,TRUE,,,,,TRUE,TRUE,,,TRUE,TRUE,,,,TRUE,TRUE,superhero_cape,,,TRUE,cb_park,cb_park_52
tomorrow,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,TRUE,TRUE,,,,,TRUE,TRUE,,,,TRUE,,,,,TRUE,superhero_cape,,,TRUE,cb_park,cb_park_53
tomorrow,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,TRUE,,,,,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,,TRUE,,,,,TRUE,cb_park,cb_park_54
tomorrow,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,TRUE,,,,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,,,,,TRUE,cb_park,cb_park_55
tomorrow,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_56
tomorrow,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,,TRUE,,,,,TRUE,,TRUE,,TRUE,,,,,TRUE,cb_park,cb_park_57
tomorrow,,TRUE,TRUE,,TRUE,,TRUE,,,TRUE,TRUE,,,,,TRUE,TRUE,,,,TRUE,,,,,TRUE,rosie the riveter bandana,,,TRUE,cb_park,cb_park_58
tomorrow,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,,TRUE,,TRUE,,,,TRUE,,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_59
tomorrow,TRUE,,TRUE,,,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_60
tomorrow,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,TRUE,TRUE,,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_61
tomorrow,,TRUE,TRUE,,,,TRUE,,,,,TRUE,,,,TRUE,,,,,TRUE,TRUE,,,TRUE,,,,,TRUE,cb_park,cb_park_62
tomorrow,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,TRUE,TRUE,,,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,,,,,TRUE,cb_park,cb_park_63
tomorrow,TRUE,,,,,,TRUE,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,TRUE,cb_park,cb_park_64
tomorrow,,TRUE,TRUE,,,,TRUE,,,,TRUE,,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_65
tomorrow,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,TRUE,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_66
tomorrow,,TRUE,,,,,TRUE,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_67
tomorrow,,TRUE,TRUE,,TRUE,,TRUE,,,TRUE,TRUE,,,,,TRUE,,,,TRUE,TRUE,,,,TRUE,,,,,TRUE,cb_park,cb_park_68
tomorrow,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_69
tomorrow,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,TRUE,,,,,,TRUE,,,,TRUE,,,TRUE,,,,,,,TRUE,cb_park,cb_park_70
tomorrow,TRUE,TRUE,TRUE,,,,TRUE,,,,TRUE,,,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,riding saddle,,,TRUE,cb_park,cb_park_71
tomorrow,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,TRUE,,,,,,,TRUE,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_72
tomorrow,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,TRUE,TRUE,,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_73
tomorrow,TRUE,,,,TRUE,,TRUE,,,TRUE,TRUE,,,,,,,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_74
tomorrow,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,,TRUE,TRUE,,,,,,,TRUE,,,,,,,TRUE,cb_park,cb_park_75
tomorrow,,TRUE,TRUE,,TRUE,,TRUE,,,TRUE,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_76
tomorrow,TRUE,,TRUE,,,,TRUE,,,,TRUE,,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,TRUE,cb_park,cb_park_77
tomorrow,TRUE,TRUE,TRUE,,,,TRUE,,,,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,TRUE,TRUE,torreador cape,,,TRUE,cb_park,cb_park_78
tomorrow,TRUE,TRUE,TRUE,,TRUE,,,,,,TRUE,,,,,TRUE,,,,,TRUE,,,,,TRUE,superhero_cape,,,TRUE,cb_park,cb_park_79
tomorrow,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_80
tomorrow,TRUE,TRUE,TRUE,,TRUE,,,,,,TRUE,,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_81
tomorrow,TRUE,,TRUE,,TRUE,,TRUE,,,TRUE,,,,,TRUE,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_82
tomorrow,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_83
tomorrow,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,TRUE,TRUE,,,,,TRUE,,,,,TRUE,,,,,TRUE,superhero_cape,,,TRUE,cb_park,cb_park_84
tomorrow,TRUE,,TRUE,,TRUE,,TRUE,,,TRUE,TRUE,,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,TRUE,cb_park,cb_park_85
tomorrow,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,TRUE,TRUE,,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_86
tomorrow,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,TRUE,,,,,,TRUE,,,,,,,TRUE,,,,,,,TRUE,cb_park,cb_park_87
tomorrow,TRUE,,,,,,TRUE,,,,,TRUE,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_88
tomorrow,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,TRUE,TRUE,,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_89
tomorrow,TRUE,TRUE,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,TRUE,cb_park,cb_park_90
